author,comment,comment_pre_processing,date,url,product,stars,price,currency,weight,target_by_RuBRT-tiny_no_processing,target_by_stars,target_by_RuBRT-tiny_processing
АЛЕКСЕЙ,"Обычный чеснок , непонятно почему назван фермерский и дороже",обычный чеснок непонятно почему фермерский дорогой,13 мая 2025  · Карта: xxx41,https://vkusvill.ru/goods/chesnok-fermerskiy-100-g-55867.html,"Чеснок Фермерский,100 г",3,143,руб,/шт,0,0,0
Анна,Проросший,прорасти,12 мая 2025  · Карта: xxx46,https://vkusvill.ru/goods/chesnok-fermerskiy-100-g-55867.html,"Чеснок Фермерский,100 г",1,143,руб,/шт,0,0,0
СОФЬЯ,в реальности мелкий,реальность мелкий,12 мая 2025  · Карта: xxx33,https://vkusvill.ru/goods/chesnok-fermerskiy-100-g-55867.html,"Чеснок Фермерский,100 г",3,143,руб,/шт,0,0,0
Анастасия,"Китайский, с неприятным привкусом",китайский неприятный привкус,12 мая 2025  · Карта: xxx67,https://vkusvill.ru/goods/chesnok-fermerskiy-100-g-55867.html,"Чеснок Фермерский,100 г",2,143,руб,/шт,0,0,0
Надежда,"Обычный чеснок, уже немного подвядший, не слишком сочный. Но я брала его по ЗЦ для салатной заправки. За полную цену не взяла бы. Слишком дорого",обычный чеснок немного подвядший не слишком сочный брать салатный заправка полный цена не взять слишком дорого,11 мая 2025  · Карта: xxx59,https://vkusvill.ru/goods/chesnok-fermerskiy-100-g-55867.html,"Чеснок Фермерский,100 г",4,143,руб,/шт,0,1,1
Юлия,👍,,11 мая 2025  · Карта: xxx68,https://vkusvill.ru/goods/chesnok-fermerskiy-100-g-55867.html,"Чеснок Фермерский,100 г",5,143,руб,/шт,0,1,0
ИРИНА,"Этот чеснок с названием «фермерский» стоит в полтора раза дороже обычного, в описании указано что выращен в России и я его выбрала именно по этому, но каково же было мое разочарование когда на этикетке я прочитала что страна происхождения Китай! Уважаемый ВкусВилл- почему описание товара не соответствует тому, что вы привозите?! Фото этикетки товара прикладываю! Не вводите покупателей в заблуждение!",чеснок название фермерский стоить полтора дорогой обычный описание указать вырастить россия выбрать именно каков разочарование этикетка прочитать происхождение китай уважаемый вкусвилл почему описание товар не соответствовать привозить фото этикетка товар прикладывать не вводить покупатель заблуждение,10 мая 2025  · Карта: xxx49,https://vkusvill.ru/goods/chesnok-fermerskiy-100-g-55867.html,"Чеснок Фермерский,100 г",1,143,руб,/шт,0,0,0
Татьяна,Попался с плесенью,попасться плесень,10 мая 2025  · Карта: xxx48,https://vkusvill.ru/goods/chesnok-fermerskiy-100-g-55867.html,"Чеснок Фермерский,100 г",1,143,руб,/шт,0,0,0
Татьяна,"Ядрёный, сочный, отличный чеснок",ядрёный сочный отличный чеснок,09 мая 2025  · Карта: xxx68,https://vkusvill.ru/goods/chesnok-fermerskiy-100-g-55867.html,"Чеснок Фермерский,100 г",5,143,руб,/шт,1,1,1
Камила,Чеснок фермерский запах превосходный отличные качества рекомендую,чеснок фермерский запах превосходный отличный качество рекомендовать,09 мая 2025  · Карта: xxx85,https://vkusvill.ru/goods/chesnok-fermerskiy-100-g-55867.html,"Чеснок Фермерский,100 г",5,143,руб,/шт,1,1,1
ЛАРИСА,Хороший чеснок. Свежий и ароматный.,хороший чеснок свежий ароматный,09 мая 2025  · Карта: xxx12,https://vkusvill.ru/goods/chesnok-fermerskiy-100-g-55867.html,"Чеснок Фермерский,100 г",5,143,руб,/шт,1,1,1
Мария,Из какого региона фермер?,регион фермер,08 мая 2025  · Карта: xxx91,https://vkusvill.ru/goods/chesnok-fermerskiy-100-g-55867.html,"Чеснок Фермерский,100 г",4,143,руб,/шт,0,1,0
Анастасия,Две штуки уже проросшие,штука прорасти,08 мая 2025  · Карта: xxx27,https://vkusvill.ru/goods/chesnok-fermerskiy-100-g-55867.html,"Чеснок Фермерский,100 г",3,143,руб,/шт,0,0,0
МАРИНА,"Что в нём фермерского чем он на 30% лучше обычного совершенно непонятно. Один в один как обычный чеснок, такой же мелкий и так далее",фермерский хороший обычный совершенно непонятно обычный чеснок мелкий далее,08 мая 2025  · Карта: xxx20,https://vkusvill.ru/goods/chesnok-fermerskiy-100-g-55867.html,"Чеснок Фермерский,100 г",4,143,руб,/шт,0,1,0
